SYMBOL,SYMBOL P/E,ADJUSTED P/E
PDSL,22.70,22.70
INTELLECT,40.26,40.28
MONTECARLO,19.42,19.42
GOODLUCK,21.72,21.72
FCL,26.75,26.75
CAMLINFINE,,46.55
GULPOLY,30.61,30.61
APOLSINHOT,30.43,30.43
CCHHL,51.53,51.53
LAMBODHARA,18.20,18.20
GRPLTD,33.67,33.67
GENUSPAPER,121.52,121.52
MOLDTKPAC,29.01,29.29
GREENLAM,196.58,196.58
VISHNU,26.79,26.79
GANECOS,26.38,26.38
LINC,17.94,17.94
MENONBE,21.94,21.94
HESTERBIO,39.48,39.48
JMA,6.89,6.89
MANAKALUCO,22.97,22.97
MANAKSTEEL,25.80,25.39
MANAKCOAT,54.08,55.90
ZENTEC,45.19,45.19
IMAGICAA,51.01,51.27
INOXWIND,44.42,43.24
LFIC,21.61,21.61
BYKE,61.74,61.74
AVANTIFEED,18.30,18.30
VRLLOG,21.47,21.47
PRIVISCL,58.18,58.18
BCG,2.98,2.98
UFO,17.02,17.37
TPLPLASTEH,21.06,21.06
NILAINFRA,14.34,14.34
ARROWGREEN,14.59,14.59
PNCINFRA,9.89,16.47
SKIPPER,31.53,31.53
ALANKIT,14.81,12.86
ORICONENT,46.61,68.94
ADANIENSOL,46.53,46.53
SYNGENE,52.46,52.46
AYMSYNTEX,169.67,169.67
EMKAYTOOLS,2.74,2.74
RAMASTEEL,79.21,79.21
PKTEA,43.11,43.11
MUTHOOTCAP,14.99,14.99
SATIN,12.55,12.55
ARVSMART,21.26,21.26
POWERMECH,20.38,20.38
SHARDAMOTR,16.27,17.18
SHREEPUSHK,18.22,18.22
GUJGASLTD,23.69,23.69
SADBHIN,16.84,1.65
IDFCFIRSTB,55.40,55.40
INDIGO,28.63,28.63
SHK,12.34,17.45
PERFECT,8.31,8.31
BALAXI,8.49,8.49
LUXIND,21.87,21.87
TTKHLTCARE,23.54,22.00
SALZERELEC,17.51,17.51
PILANIINVS,44.86,44.86
KRIDHANINF,0.58,77.26
LINCOLN,11.23,11.23
LALPATHLAB,46.20,46.20
ALKEM,28.81,28.94
NH,49.52,49.09
PRECAM,24.08,45.51
TEAMLEASE,23.31,23.31
HITECH,25.13,25.13
VIDHIING,35.44,35.44
BHAGERIA,18.15,18.15
NECCLTD,22.75,22.75
KELLTONTEC,11.88,11.88
SEQUENT,130.71,128.88
GOKULAGRO,21.71,21.71
SIMBHALS,1.98,1.98
KDDL,19.93,19.89
PDMJEPAPER,8.96,8.96
HCG,255.00,255.00
HECPROJECT,14.01,14.01
WEALTH,29.68,28.77
BHARATWIRE,17.26,17.26
INFIBEAM,21.14,21.55
THYROCARE,54.28,54.28
CROMPTON,30.42,30.42
SAGARDEEP,21.90,21.90
PARAGMILK,33.08,33.08
SHRIPISTON,26.54,26.54
UNITEDPOLY,36.45,36.45
ARMANFIN,253.73,253.73
ALBERTDAVD,68.19,68.19
BLS,21.73,21.73
ASPINWALL,23.86,23.86
SALONA,66.96,66.96
PREMEXPLN,73.02,67.34
CONTROLPR,12.04,12.37
INCREDIBLE,12.83,12.83
DAMODARIND,9.31,9.31
MGL,10.36,10.36
MOLDTECH,62.71,62.71
POKARNA,14.44,14.44
COMPINFO,0.42,0.42
VIJIFIN,2649.44,2649.44
GPTINFRA,16.10,16.10
QUESS,23.41,9.94
GROBTEA,18.41,18.41
SOMICONVEY,26.30,26.30
LLOYDSENGG,58.87,58.87
LTIM,39.37,39.37
GATECH,8.49,8.49
MINDTECK,21.57,21.57
ADVENZYMES,25.11,25.11
DBL,7.48,12.00
SPAL,18.21,18.11
NDGL,16.80,16.44
RBLBANK,32.36,32.36
MBAPL,39.06,39.06
CUPID,230.92,230.92
LTTS,38.60,38.60
GNA,12.75,12.75
CROWN,14.39,14.50
ICICIPRULI,74.37,74.37
MARATHON,20.71,20.71
HPL,26.60,26.60
JAIPURKURT,16.63,16.63
MASKINVEST,18648.06,18648.06
GRETEX,199.52,199.52
SAKAR,47.26,47.14
ALCODIS,11.88,11.88
PANSARI,103.49,103.49
ARTNIRMAN,78.67,78.67
ENDURANCE,42.92,43.45
GICL,112.12,112.14
NIRAJISPAT,8.90,8.90
MAZDA,16.58,16.58
PNBHOUSING,11.79,11.79
VBL,56.01,56.01
KINGFA,46.33,46.33
AGROPHOS,7.98,7.98
PODDARMENT,14.25,14.25
NBIFIN,57.94,57.94
JETFREIGHT,19.17,19.17
SFL,115.86,115.83
HEADSUP,4.36,4.36
TCIEXP,26.95,26.95
LAURUSLABS,107.79,107.79
TERASOFT,52.56,51.23
ITDC,60.02,60.02
HISARMETAL,31.73,31.73
RHFL,6.12,51.30
LIBAS,,16.26
PROLIFE,6.66,6.66
SPCENET,28.56,28.56
MAHESHWARI,7.69,7.69
BHANDARI,12.33,12.33
BSE,71.67,71.67
MCL,30.87,30.87
PRICOLLTD,43.13,43.13
STEELCITY,8.87,8.87
KRISHANA,32.00,32.00
GLOBAL,19.11,19.11
NITIRAJ,32.12,32.12
SANGINITA,61.31,61.31
AKASH,57.69,57.69
DMART,91.98,91.98
TASTYBITE,56.12,56.12
INTENTECH,22.89,22.89
AIRAN,997.98,997.98
AKSHARCHEM,46.12,46.12
ARIHANTSUP,19.98,19.98
URJA,228.91,228.91
LAXMICOT,6.23,
EIFFL,110.72,110.72
NRAIL,27.24,27.24
SHANKARA,2.94,2.94
CNL,21.35,21.35
WIPL,44.17,44.17
FOCUS,63.23,63.23
DEVIT,15.79,15.79
SIKKO,46.55,46.55
MKPL,24.20,24.20
DOLLAR,20.67,20.97
PANACHE,79.24,79.24
INFOBEAN,34.68,34.13
SCHAND,11.97,11.97
BHAGYANGR,22.13,22.13
PSPPROJECT,147.47,147.47
STARCEMENT,38.85,38.85
GLOBE,13.71,13.71
TEJASNET,47.53,47.53
ERIS,52.73,52.73
CDSL,64.36,64.36
GTPL,27.69,27.78
AUBANK,33.47,33.47
TRANSWIND,25.66,25.66
DYNPRO,19.89,19.89
STEELXIND,30.34,30.34
SALASAR,62.75,75.24
UNIVASTU,14.18,14.18
AVADHSUGAR,10.88,10.88
MAGADSUGAR,7.24,7.24
GANGESSECU,25.33,25.33
THEINVEST,17.70,17.70
TOTAL,10.99,10.99
OPTIEMUS,75.78,75.78
WEWIN,29.34,29.34
SIS,332.28,332.28
COCHINSHIP,49.67,49.67
HALEOSLABS,25.29,25.29
VAISHALI,264.14,264.14
GEEKAYWIRE,10.25,10.25
SERVOTECH,55.37,55.37
ABCAPITAL,30.34,30.34
APEX,88.02,88.02
BRNL,1.21,1.21
DIXON,61.47,87.21
DCAL,33.79,29.14
LASA,,15.08
MATRIMONY,27.95,27.95
CHOLAHLDNG,7.38,7.38
CAPACITE,12.22,12.22
ICICIGI,49.06,49.06
WORTHPERI,12.81,12.81
SBILIFE,82.01,82.01
DPWIRES,16.24,16.24
AARVI,15.41,15.41
AIROLAM,81.80,81.80
RKEC,7.69,7.69
GATECHDVR,1.35,1.35
GOLDSTAR,92.27,92.27
JASH,34.10,34.03
RELIABLE,13.74,13.74
TIRUPATIFL,59.81,59.81
GODREJAGRO,30.39,30.39
TCPLPACK,20.04,20.04
MASFIN,18.06,18.06
IEX,29.13,29.13
DPABHUSHAN,26.35,26.35
GICRE,8.98,8.98
TIINDIA,49.22,48.95
NAM-INDIA,40.97,40.97
NIACL,23.82,23.82
IFGLEXPOR,52.62,52.62
KHADIM,32.21,32.21
5PAISA,16.59,16.59
HDFCLIFE,88.58,88.58
VERTOZ,24.04,24.04
PULZ,,476.29
SILVERTUC,45.65,45.65
ZODIAC,23.40,23.40
FELIX,28.64,28.64
ICEMAKE,68.47,68.47
DNAMEDIA,5.07,5.07
SHRADHA,14.38,14.38
INNOVANA,26.68,26.68
TOUCHWOOD,18.63,18.63
ONEPOINT,38.83,38.83
SMVD,0.68,
SHIVATEX,17.74,17.74
AJOONI,20.83,20.83
MOKSH,14.43,14.43
BCONCEPTS,164.58,164.58
APOLLO,120.72,120.72
NEWGEN,38.67,38.67
AMBER,76.26,76.26
GALAXYSURF,23.09,23.09
AMJUMBO,46.51,46.51
SINTERCOM,324.18,324.18
MHHL,12.32,12.32
SOUTHWEST,36.77,37.34
ARVEE,159.31,159.31
ASTERDM,86.25,77.58
GMMPFAUDLR,121.76,53.18
HGINFRA,11.30,11.58
HINDCON,37.66,37.66
SARVESHWAR,16.52,16.52
MACPOWER,39.04,38.20
TARACHAND,23.07,23.07
BDL,91.68,91.68
MDL,35.26,34.51
TSFINV,140.38,140.38
BANDHANBNK,11.91,11.91
HAL,34.97,34.98
URAVIDEF,98.54,98.54
MITTAL,41.13,41.13
SANDHAR,23.97,25.56
GIRIRAJ,23.24,23.24
KAPSTON,29.56,29.56
MIDHANI,48.24,48.24
CONTI,15.21,51.69
LEMONTREE,46.98,46.98
AVG,13.02,13.02
MMP,40.33,19.25
NARMADA,19.97,19.97
PIGL,18.93,18.93
CHEMFAB,,111.74
BSHSL,38.42,38.42
MAHICKRA,46.25,46.25
AAKASH,76.00,76.00
AURIGROW,15.94,15.94
SOFTTECH,243.13,243.13
ORIENTELEC,45.01,45.01
E2E,122.57,122.57
INDOSTAR,79.05,79.05
SIRCA,51.30,51.30
SVLL,260.98,260.98
SONAMLTD,26.47,26.47
ADANIGREEN,95.07,83.45
OSWALSEEDS,9.19,9.19
PRITI,22.28,22.28
ACCURACY,33.23,33.23
SOLARA,87.44,87.44
GAYAHWS,2.29,2.29
FINEORG,32.13,32.54
RITES,26.60,26.66
VARROC,69.57,42.04
GANGAFORGE,400.40,248.76
REPL,16.10,16.10
AVROIND,43.85,42.46
HDFCAMC,42.87,42.87
TEMBO,16.85,16.95
CREDITACC,105.60,105.60
AARON,50.84,50.84
SIGIND,10.19,9.18
SUMIT,24.07,24.07
LAGNAM,9.21,9.21
RPPL,8.65,8.65
AKG,59.58,59.58
IRCON,24.64,24.64
AHLADA,26.73,26.73
AAVAS,20.89,20.89
GRSE,48.04,48.04
KRITIKA,20.70,20.70
PARIN,94.69,94.45
SILGO,39.11,39.11
VINNY,11.65,11.65
MARINE,66.06,66.06
IRISDOREME,54.58,54.58
ATGL,103.94,103.94
TECHNOE,29.55,29.55
SHUBHLAXMI,42.03,42.03
UNIPARTS,23.10,23.10
SHRIRAMPPS,26.09,26.09
TREJHARA,186.81,186.81
NILASPACES,35.24,35.24
AWHCL,12.12,15.23
DALBHARAT,41.58,42.28
RPSGVENT,31.33,7.50
SURANI,202.52,30.12
CHALET,68.63,68.63
MSTCLTD,8.07,14.97
OSIAHYPER,15.19,15.19
ANUP,37.84,37.84
ARVINDFASN,144.82,144.82
PAR,8.82,8.82
KHFM,41.87,41.87
RVNL,59.98,59.98
POLYCAB,49.25,49.25
METROPOLIS,65.16,65.16
KPITTECH,40.92,40.92
SWSOLAR,41.52,41.52
NEOGEN,85.16,143.17
EMAMIPAP,27.86,27.86
VCL,37.59,37.59
CONFIPET,12.12,12.23
PPL,8.88,8.88
DGCONTENT,8.77,8.77
INDIAMART,21.21,21.21
ATMASTCO,19.16,19.16
ABINFRA,58.45,56.99
OAL,41.54,41.54
DCMNVL,21.28,206.29
SATIA,6.67,6.67
WEL,122.13,122.13
AFFLE,59.69,59.69
CHEMCON,29.19,29.19
WESTLIFE,842.78,842.78
DOLATALGO,8.19,8.19
HNDFDS,55.23,55.23
UJJIVANSFB,19.91,19.91
MAZDOCK,48.62,48.62
IRCTC,40.21,41.14
SECL,62.22,62.22
SAFARI,75.30,75.30
DCI,25.03,25.03
360ONE,43.90,43.90
IIFLCAPS,13.80,13.80
HPIL,101.98,101.98
SAMHI,38.61,32.49
FLUOROCHEM,62.29,62.29
GREENPANEL,132.81,132.81
KUANTUM,9.05,9.05
APOLLOPIPE,46.37,46.37
CHEMBOND,6.70,6.94
MGEL,20.99,19.11
ROUTE,13.87,13.30
SBICARD,44.09,44.09
HOMEFIRST,29.87,29.87
SIGMA,25.40,25.40
CSBBANK,11.47,11.47
ASCOM,26.35,26.31
EASEMYTRIP,36.65,36.65
ROSSARI,24.01,24.01
HINDWAREAP,,329.16
PRINCEPIPE,119.00,119.00
LIKHITHA,11.23,11.23
PARKHOTELS,28.36,28.19
ARTEMISMED,51.21,51.21
PATANJALI,47.30,47.30
SUMICHEM,40.75,40.75
LGHL,126.40,126.28
ATALREAL,69.55,69.55
ASALCBR,20.93,20.93
MAHEPC,32.53,32.53
UNIVPHOTO,7.56,7.56
COHANCE,81.02,79.20
POWERINDIA,172.37,172.37
STOVEKRAFT,48.50,48.50
BHARTIHEXA,61.87,59.17
KSOLVES,21.38,21.38
RAJRATAN,41.46,41.46
HAPPSTMNDS,39.12,37.64
AARTISURF,22.53,32.39
GLAND,35.72,35.72
BOROLTD,43.12,43.12
NDRAUTO,44.10,44.10
MAXHEALTH,92.01,88.02
PAVNAIND,91.84,53.63
AAATECH,36.23,36.23
KALYANKJIL,61.92,61.92
BTML,21.21,21.21
SHAREINDIA,12.64,12.64
UNIDT,30.68,30.68
SIGACHI,,16.82
ANGELONE,23.60,23.60
ADL,346.50,
NIRAJ,12.85,12.97
VALIANTORG,137.42,137.42
CAMS,40.13,40.13
SURYODAY,17.99,17.99
ROML,15.06,15.06
UTIAMC,18.25,18.25
RAILTEL,33.98,33.81
BECTORFOOD,59.87,59.87
KHAICHEM,20.45,20.45
ORCHPHARMA,51.33,51.33
INDIGOPNTS,41.87,41.87
LXCHEM,47.54,47.54
MTARTECH,123.41,123.41
FAIRCHEMOR,95.85,95.85
ANURAS,76.77,76.77
KANPRPLA,23.14,22.27
ISGEC,22.16,22.16
RUBFILA,14.25,14.25
STYLAMIND,31.03,31.03
PAKKA,11.00,11.00
CLSEL,12.67,12.67
PARTYCRUS,43.31,43.31
CARYSIL,36.48,36.48
MANCREDIT,29.35,28.84
SHAILY,93.09,93.09
MODISONLTD,15.92,16.64
FIBERWEB,6.14,6.14
BCLIND,8.42,8.42
BHAGCHEM,244.46,244.46
SBCL,45.40,45.40
AADHARHFC,22.73,22.73
SMCGLOBAL,15.06,15.06
ARIHANTCAP,20.23,21.10
SIDDHIKA,15.92,15.92
NAZARA,74.54,74.54
IPL,19.74,19.74
GENCON,22.31,22.31
LODHA,36.72,36.72
HLEGLAS,43.24,43.24
BESTAGRO,13.47,13.47
VMARCIND,45.23,45.23
SONACOMS,52.22,50.31
DRCSYSTEMS,16.23,16.23
PARAS,86.13,86.13
CRAFTSMAN,80.57,73.15
DODLA,28.45,28.45
EXXARO,73.16,95.68
JUBLINGREA,40.50,40.49
ROLEXRINGS,20.86,19.58
SHYAMMETL,24.45,24.45
KIMS,66.32,67.65
MAKS,39.23,38.63
JSFB,10.46,10.46
TATVA,481.44,481.44
CLEAN,35.96,35.96
ALIVUS,22.54,22.54
ABSLAMC,22.23,22.23
DEEPINDS,,14.28
ETERNAL,963.26,963.26
BEWLTD,13.19,13.19
PIXTRANS,17.48,17.48
MEDIASSIST,36.23,36.23
WINDLAS,25.26,25.26
CARTRADE,78.66,78.66
KRSNAA,30.31,30.31
EQUIPPP,227.33,227.33
APTUS,18.18,18.18
SUPRIYA,32.65,32.65
ANMOL,9.30,9.30
VIJAYA,67.34,66.97
ACUTAAS,70.36,70.36
MOL,86.17,86.17
SUYOG,17.33,17.33
SANSERA,45.48,45.48
BAJAJHCARE,27.52,27.52
PRITIKAUTO,8.62,8.62
NIVABUPA,98.16,98.16
AAREYDRUGS,44.58,44.58
GRINFRA,9.03,9.28
INTLCONV,5.26,5.26
PAYTM,283.83,
REXPIPES,28.31,28.00
STEELCAS,26.71,26.71
HPAL,23.34,23.34
UGROCAP,13.68,13.68
STARHEALTH,46.57,46.57
KPIGREEN,23.03,22.96
YUKEN,51.84,51.84
SGIL,48.46,48.46
ANANDRATHI,77.04,77.04
SJS,44.05,44.05
FINOPB,25.95,25.95
POLICYBZR,236.54,236.54
NYKAA,857.79,857.79
AWL,29.55,29.55
MONARCH,14.95,14.94
SAPPHIRE,1109.70,704.14
DKEGL,9.53,9.53
QUADPRO,20.30,20.30
PRUDENT,54.82,54.82
EPIGRAL,14.38,14.38
NUVOCO,84.56,84.56
GOCOLORS,29.39,29.39
IXIGO,148.15,149.84
CMSINFO,15.29,15.29
COASTCORP,39.75,39.75
TARSONS,44.67,44.67
MEDPLUS,54.33,54.33
TEGA,65.76,65.76
RATEGAIN,37.24,37.24
MANORG,18.17,18.17
LATENTVIEW,54.80,54.80
METROBRAND,86.14,86.14
MICEL,112.45,112.45
EMCURE,34.37,33.96
PASUPTAC,18.37,18.37
FOODSIN,12.41,12.41
PARADEEP,15.74,15.74
MAPMYINDIA,55.79,55.79
3IINFOLTD,4.75,4.75
TMB,6.78,6.78
DYNAMIC,6.99,7.00
MANYAVAR,37.23,37.23
GANESHBE,14.42,7.82
DMCC,23.11,23.11
KOTYARK,18.54,18.54
MEDICAMEQ,73.44,73.44
EMIL,38.83,37.09
SHIVALIK,30.63,30.63
PRECISION,35.71,35.71
WAAREEENER,37.08,37.03
DATAPATTNS,68.02,68.02
COOLCAPS,70.99,70.97
MEDANTA,57.79,55.66
AFSL,8.73,8.73
MALLCOM,12.43,12.43
NIDAN,13.32,13.32
IRIS,58.90,58.90
ASIANENE,33.13,33.13
SMLT,34.90,34.90
NRL,26.88,26.88
RADIANTCMS,13.42,13.42
GPTHEALTH,24.30,24.30
CHOICEIN,88.89,88.89
HARIOMPIPE,16.62,16.62
GRWRHITECH,25.92,25.92
CAPITALSFB,8.99,8.99
DELHIVERY,153.71,153.71
DCMSRIND,16.69,16.69
RAJRILTD,71.39,71.39
EMUDHRA,53.86,53.86
DYCL,22.87,22.87
FIVESTAR,15.58,15.58
STARTECK,22.40,20.67
SBC,81.84,81.84
DHRUV,12.01,12.01
ELDEHSG,52.38,52.38
RICHA,18.04,18.04
ELIN,25.40,25.40
ANUHPHR,25.16,25.16
TIMESCAN,6.41,6.41
MADHAVBAUG,43.50,36.84
SEJALLTD,61.04,61.04
MHLXMIRU,13.02,13.02
RELCHEMQ,23.22,23.22
GATEWAY,7.75,10.37
SYRMA,66.10,65.55
ZIMLAB,36.89,36.89
JTLIND,28.49,28.49
CAMPUS,68.22,68.22
RAINBOW,53.55,53.55
TBOTEK,78.42,84.88
VENUSPIPES,28.64,28.64
AETHER,66.47,63.10
ROTO,35.13,35.13
MEGASTAR,56.13,56.13
SANATHAN,25.10,25.10
INDOBORAX,23.58,23.58
LANDMARK,100.16,
RACE,32.96,33.14
AVONMORE,18.08,18.08
ETHOSLTD,85.25,85.25
DREAMFOLKS,8.77,8.77
SONUINFRA,10.11,10.11
MSUMI,50.80,50.80
DHARMAJ,15.04,15.04
HARSHA,37.11,37.91
OBCL,36.85,36.85
GMRP&UI,19.70,
LICI,11.13,11.13
INDOAMIN,13.17,13.17
KRISHNADEF,49.26,49.26
PROPEQUITY,15.01,15.01
TVSSCS,88.13,
SWARAJ,16.74,16.74
AMEYA,17.44,17.44
INOXGREEN,181.47,181.47
FEDFINA,23.22,23.22
ACI,39.35,33.22
BIKAJI,95.32,95.32
RITCO,18.52,18.52
SADHNANIQ,48.52,48.52
SURAJEST,13.69,13.69
VEEKAYEM,16.45,16.45
SKP,98.25,98.25
RILINFRA,15.94,15.94
HARDWYN,63.31,63.31
CHEVIOT,10.30,10.30
MUKKA,16.93,16.93
HMAAGRO,16.65,16.65
MEDICO,40.52,40.52
KFINTECH,52.89,52.89
YATHARTH,47.20,47.20
DCXINDIA,45.79,45.79
YATRA,57.04,57.04
ARISTO,19.27,19.27
KAYNES,88.63,88.63
NGLFINE,39.37,39.37
JFLLIFE,8.99,8.99
SWASTIK,16.27,16.27
FIDEL,21.49,21.49
PLAZACABLE,55.03,55.03
SENCO,23.97,23.97
USASEEDS,19.80,19.80
QVCEL,5.47,5.47
RADHIKAJWE,13.96,13.96
SPLPETRO,34.83,34.83
RAMRAT,40.50,40.50
VIVIANA,38.14,38.13
CSLFINANCE,9.02,9.02
AGNI,73.56,73.56
KORE,29.27,29.27
GOYALALUM,85.11,85.11
RUSTOMJEE,35.45,35.45
GENSOL,1.40,1.40
SPORTKING,9.93,9.93
ALLETEC,14.50,14.50
AIIL,11.16,11.16
ABDL,73.13,73.13
MANORAMA,57.14,57.14
ISHAN,75.47,73.55
ARABIAN,8.86,8.19
INNOVACAP,31.06,31.06
GRMOVER,44.79,44.79
SYNCOMF,24.51,24.53
CEWATER,14.82,14.82
DJML,28.52,28.52
BAHETI,35.83,35.83
SULA,31.36,31.36
SIGNATURE,122.46,122.46
ANNAPURNA,22.82,24.95
KRITINUT,10.32,10.32
MEGAFLEX,40.02,40.02
KALAMANDIR,20.50,20.50
VITAL,32.66,32.66
RAMAPHO,19.52,19.52
PPLPHARMA,787.82,23836.11
AVALON,72.15,72.15
CONCORDBIO,39.84,39.84
GODIGIT,69.86,69.86
GRCL,79.60,79.60
BAIDFIN,13.05,13.05
PHANTOMFX,19.03,19.03
QUICKTOUCH,9.91,9.91
AMIABLE,14.27,14.27
IPSL,36.92,36.92
KAMOPAINTS,34.29,34.29
DOLLEX,18.77,18.77
BLUEJET,26.52,26.52
MVGJL,8.97,8.97
JIWANRAM,6.72,5.40
UYFINCORP,21.45,21.45
SCPL,31.46,31.46
SUKHJITS,14.70,14.70
ARHAM,32.68,32.68
FROG,10.71,10.70
MANKIND,46.39,46.39
SKYGOLD,32.64,32.64
AEROENTER,11.73,11.71
DIVGIITTS,66.42,66.42
EIEL,19.06,18.70
PRITIKA,45.71,45.71
ANLON,40.10,40.10
MOTISONS,35.15,35.15
VELS,1.99,1.99
CMNL,30.86,30.86
SRIVASAVI,9.85,9.85
DIACABS,196.51,196.51
IKIO,62.47,62.47
MANOMAY,20.83,20.83
FAZE3Q,23.73,23.73
UMA,15.34,15.34
RBMINFRA,14.33,14.33
LLOYDSME,44.36,44.36
AARTIPHARM,25.59,25.59
RHL,20.06,20.06
SAHYADRI,15.66,15.66
SAHANA,21.95,21.95
NINSYS,26.89,26.89
DUCOL,77.21,77.21
SBFC,31.37,31.37
SBGLP,49.34,49.34
ASMS,272.61,762.21
HYBRIDFIN,17.50,16.52
SHERA,13.28,13.28
VIAZ,27.69,27.69
LRRPL,46.75,46.75
INDGN,29.13,29.13
ZAGGLE,48.22,48.22
GANDHAR,16.96,16.96
AGARWALFT,9.41,9.41
MCON,19.68,19.68
HONASA,113.31,113.31
RISHABH,41.13,41.14
IRMENERGY,27.46,27.46
AERONEU,285.73,285.73
DENEERS,14.91,14.91
JGCHEM,21.12,21.12
CYIENTDLM,52.21,52.21
AGUL,24.95,24.95
NIRMAN,2.11,2.11
AKI,50.69,53.46
YCCL,13.46,13.46
RPTECH,10.50,10.60
LORDSCHLO,30.77,30.77
SYSTANGO,21.54,21.54
RATNAVEER,20.98,20.98
MOS,45.35,45.35
SECMARK,39.41,39.41
AUROIMPEX,10.33,10.33
SPECTSTM,26.52,26.52
ATAM,14.14,14.14
AFIL,8.71,8.71
INFOLLION,32.62,32.62
LAL,32.64,32.64
URBAN,12.30,12.30
INFINIUM,45.42,45.42
AARTECH,66.89,66.89
POCL,56.53,56.53
KRISHCA,20.89,20.89
ESFL,103.82,103.82
DOLPHIN,31.65,31.65
TATATECH,39.43,39.43
REMUS,22.62,22.62
NOVAAGRI,14.05,14.05
REDTAPE,39.26,39.26
ASHOKAMET,5.51,5.51
CELLPOINT,14.05,
SEL,29.55,29.55
GREENCHEF,21.98,21.98
PROV,58.68,58.68
PTCIL,428.82,423.52
KDL,7.32,7.32
NETWEB,145.72,145.72
PYRAMID,23.25,23.25
VILINBIO,124.21,124.21
MAGSON,288.10,288.10
AEROFLEX,49.95,49.95
EMSLIMITED,12.74,12.74
EFACTOR,21.08,21.08
GHCLTEXTIL,12.22,12.22
MONOPHARMA,9.91,9.91
VPRPL,19.03,19.03
UDS,9.62,9.62
DENTALKART,60.33,60.33
SSFL,12.40,12.40
KIRLPNU,32.36,31.93
ATL,30.80,28.77
BALUFORGE,32.83,32.83
RRKABEL,49.09,49.22
JSWINFRA,35.50,35.50
SANGANI,31.81,31.81
JLHL,47.96,47.96
SAHAJ,8.16,8.16
NUVAMA,25.86,25.86
DRONE,159.84,159.84
YASHO,154.99,154.99
PRAMARA,82.24,82.24
NIITMTS,28.67,27.26
VINSYS,19.59,19.59
VALIANTLAB,2778.88,2778.88
ZEAL,9.42,9.42
RACLGEAR,58.97,58.97
WCIL,21.73,21.73
ARVINDPORT,8.52,8.52
SAROJA,16.73,16.73
SINDHUTRAD,66.96,66.96
UNIHEALTH,33.00,33.00
ORIANA,28.21,28.21
ASKAUTOLTD,36.16,36.16
CHAVDA,14.25,14.25
ONDOOR,8.66,8.66
BAWEJA,8.57,8.57
TRANSTEEL,24.44,24.44
SANDUMA,20.96,20.96
VLEGOV,,155.09
LLOYDSENT,21.63,21.63
OLIL,81.73,81.73
RBZJEWEL,15.30,15.30
MASTERTR,12.09,12.09
KODYTECH,71.39,71.39
KARNIKA,41.26,41.26
AKANKSHA,173.20,173.20
SAAKSHI,66.23,66.23
MUFIN,109.05,109.05
MAL,8.89,8.90
HIGREEN,30.34,30.34
PLATIND,30.31,30.31
MUFTI,9.77,9.77
FLAIR,25.52,25.52
BASILIC,17.78,16.33
CELLECOR,22.25,22.25
SRGHFL,16.40,16.40
INDIFRA,1571.29,1571.29
JIOFIN,150.79,153.62
MCLOUD,20.66,20.66
CPS,1284.80,1284.80
MADHUSUDAN,12.18,15.30
GOYALSALT,21.62,21.62
TICL,7.09,3.96
WOMANCART,29.10,29.10
RCDL,5.67,5.67
BLSE,30.94,30.94
HOLMARC,29.50,29.50
TREL,12.14,22.32
MARCO,31.30,31.30
DIAMINESQ,135.32,135.32
VISHNUINFR,14.62,14.62
KONTOR,9.86,9.86
RKSWAMY,29.86,29.86
EPACK,43.26,43.26
HAPPYFORGE,37.54,37.54
IBLFL,71.40,71.40
INDIASHLTR,22.56,22.56
CELLO,35.44,35.44
CANARYS,21.04,21.04
DIGIDRIVE,16.26,16.26
DOMS,71.99,71.99
MAITREYA,80.25,80.25
LANCORHOL,97.49,97.49
AMNPLST,24.15,24.15
SARTELE,24.10,24.10
VINYAS,76.14,76.14
SAIFL,6.48,6.48
JNKINDIA,52.26,52.26
PARAGON,14.23,14.23
ARKADE,16.46,16.50
INOXINDIA,44.54,45.59
GRAPHISAD,8.61,8.33
SHEETAL,18.40,18.40
ROXHITECH,3.36,3.36
JYOTICNC,64.02,64.02
STANLEY,38.48,38.48
BAJEL,145.85,145.85
EFORCE,63.97,63.97
DEEM,11.63,11.63
APS,19.14,19.14
ENTERO,37.21,37.21
TECHLABS,44.79,44.79
SIGNPOST,31.07,31.07
ROCKINGDCE,20.46,20.46
BABAFP,12.01,12.01
SHREEOSFM,12.35,12.35
PRESSTONIC,54.77,54.77
HRHNEXT,11.57,11.61
INDOFARM,35.08,35.08
DEEDEV,29.18,29.18
MEGATHERM,20.16,20.16
OWAIS,11.63,10.82
SSDL,10.29,10.54
BRACEPORT,14.52,14.52
VR,53.15,52.74
KLL,7.24,7.24
ZENITHDRUG,12.49,12.49
SJLOGISTIC,10.50,10.50
PURVFLEXI,12.78,12.78
KTL,1.99,1.99
SRM,20.69,20.69
AZAD,104.60,104.60
PRATHAM,19.93,19.93
KONSTELEC,14.79,14.79
JUNIPER,84.68,67.75
KRYSTAL,11.41,11.41
VSTL,21.38,21.38
FONEBOX,22.57,22.57
DURLAX,8.88,8.88
INM,31.41,31.41
SUPREMEPWR,26.93,26.93
KCEIL,10.92,10.92
MAXESTATES,178.69,178.69
CGRAPHICS,23.40,23.40
ACCENTMIC,24.88,24.88
COMSYN,27.54,27.54
LAWSIKHO,15.94,15.94
SADHAV,12.21,12.21
WTICAB,13.71,13.71
GOPAL,,109.05
DAVANGERE,49.10,49.10
