SYMBOL,SYMBOL P/E,ADJUSTED P/E
KRONOX,20.85,20.85
VHLTD,11.92,11.92
SONAMAC,16.77,16.77
SIGNORIA,14.67,14.67
KROSS,22.65,22.65
TCL,19.91,19.91
ENSER,16.50,16.50
DELAPLEX,10.02,10.02
BOSS,12.44,12.44
RULKA,20.41,20.41
DENTA,17.74,17.74
NAMAN,14.25,14.25
SINCLAIR,31.99,31.99
SHREEKARNI,22.42,22.42
BLUEPEBBLE,9.75,9.75
AIMTRON,64.00,64.00
STALLION,48.82,48.82
PSFL,13.27,13.27
DCG,35.24,35.24
AWFIS,49.26,73.99
DIFFNKG,28.26,28.28
K2INFRA,6.74,6.74
RBS,15.57,15.57
ASPIRE,7.54,7.54
ESCONET,23.60,23.60
VRAJ,11.73,11.73
BALAJEE,10.38,10.38
ENFUSE,66.02,66.02
SANSTAR,61.38,61.38
FILATFASH,36.62,36.62
AVPINFRA,9.26,9.26
SATECH,9.88,9.88
AGARWALTUF,20.95,20.95
KRN,87.23,87.23
UNIECOM,72.70,72.70
GGBL,26.54,26.54
TGL,6.75,6.75
MACOBSTECH,79.67,79.69
TAC,114.08,114.08
BANSALWIRE,31.85,31.85
EMMIL,18.29,18.29
DPEL,73.10,73.10
INDOUS,19.75,19.75
VILAS,28.35,28.35
GARUDA,27.48,27.48
MASON,25.34,25.34
TRUST,15.02,15.02
YASHOPTICS,35.45,35.45
MIEL,12.90,12.90
SATIPOLY,,2.67
TBI,11.38,11.38
SAHAJSOLAR,12.38,12.38
REFRACTORY,19.86,19.86
PRLIND,11.40,11.36
IEML,12.69,12.69
ABSMARINE,18.20,18.20
BEACON,30.02,30.21
AKUMS,19.07,19.80
INNOMET,67.99,67.99
GALAPREC,34.81,34.54
ESPRIT,7.66,7.66
ZTECH,62.33,62.33
TOLINS,13.63,13.63
WINSOL,17.89,17.89
ORIENTTECH,27.23,27.23
MEDIORG,6.94,6.94
HOACFOODS,101.48,101.48
SLONE,18.85,18.85
GAJANAND,55.62,55.62
QUESTLAB,10.43,10.43
GPECO,49.61,49.61
CEIGALL,15.50,15.50
MANBA,16.18,16.18
SPCL,15.10,15.10
POSITRON,8.95,8.95
TRANSRAILL,21.37,21.40
STYLEBAAZA,120.23,120.93
INTERARCH,34.97,34.97
PCCL,50.09,50.09
SPPPOLY,20.17,20.17
RNFI,41.52,41.52
PNGJL,32.48,32.48
TUNWAL,17.89,17.89
RAJINDLTD,22.61,22.61
GSMFOILS,41.38,41.38
IPHL,21.54,21.54
SFML,9.34,9.40
CHETANA,7.93,7.93
TECHERA,115.86,115.86
VLINFRA,5.71,5.71
SHUBHSHREE,23.72,23.72
ECOSMOBLTY,22.48,22.48
AFCONS,27.35,27.35
ETML,19.79,19.65
AVIANSH,90.19,90.19
SYLVANPLY,17.68,17.68
VISAMAN,108.97,108.97
TROM,15.60,15.60
BIKEWO,38.67,38.67
FORCAS,26.24,26.24
SURAJLTD,52.40,52.40
JAYBEE,10.97,10.97
ASHALOG,7.46,7.46
JEYYAM,14.20,14.20
SRD,32.14,32.14
PREMIERENE,39.44,39.44
DBEIL,9.69,9.69
NAMOEWASTE,48.28,48.28
C2C,41.67,41.67
MFML,2.67,
ENVIRO,16.84,16.84
KALANA,26.91,26.91
RPEL,109.39,109.39
WOL3D,19.62,19.62
VIESL,18.67,18.67
EFFWA,27.75,27.75
AVANTEL,75.87,75.87
AGIIL,45.06,45.06
UTSSAV,20.88,20.88
VDEAL,27.21,27.21
SUNLITE,21.67,21.67
SSEGL,26.60,26.60
SAJHOTELS,26.28,26.57
PPSL,5.82,5.82
NEELAM,10.30,10.30
HPTL,47.08,47.08
PRIZOR,28.93,28.93
BOROSCI,61.97,44.97
THESL,8.93,8.93
EUREKAFORB,72.60,73.93
HVAX,21.62,21.62
PRANIK,9.82,9.82
BAJAJHFL,35.13,35.13
RELTD,68.66,53.87
HYUNDAI,33.40,33.40
OSELDEVICE,49.41,49.41
LAKSHYA,8.18,8.18
PHOGLOBAL,6.61,6.56
SANOFICONR,52.71,53.27
AKIKO,35.65,35.65
SDREAMS,19.46,19.46
AERON,12.63,12.63
PELATRO,29.85,29.85
MAMATA,15.57,15.57
FORGEAUTO,13.64,13.64
XTGLOBAL,44.66,44.66
MYMUDRA,10.60,10.60
SAGILITY,35.47,35.47
ABHAPOWER,19.34,19.34
ACMESOLAR,36.80,33.65
UNILEX,7.75,7.75
BLACKBUCK,,31.63
USHAFIN,17.99,17.99
SATKARTAR,40.74,40.74
RAPPID,26.27,25.49
VMM,108.84,108.84
SAILIFE,93.33,93.33
RAYMONDLSL,156.92,65.00
PREMIUM,10.92,10.92
UHTL,22.56,22.56
BARFLEX,22.53,22.53
DELTIC,12.31,12.31
RAJPUTANA,29.82,29.52
KMEW,91.35,91.35
ORCHASP,21.53,21.53
SURAKSHA,45.79,45.79
OBSCP,44.69,44.69
SGLTL,57.18,57.18
FRESHARA,20.74,20.74
SENORES,68.04,68.04
OCCLLTD,13.61,13.61
APRAMEYA,37.85,37.85
APEXECO,24.74,24.74
ANYA,2944.57,2944.57
ROYALARC,29.32,27.03
ONYX,11.90,11.90
DANISH,22.13,22.13
PURPLEUTED,53.79,53.79
IKS,67.19,67.19
GANESHIN,23.64,23.64
DHANLAXMI,94.49,94.49
UNIMECH,72.16,72.16
AVL,60.87,60.87
IGIL,36.26,36.26
CARRARO,44.55,44.55
VINCOFE,46.76,46.76
IDENTICAL,21.60,21.60
REXPRO,13.38,13.38
DAMCAPITAL,24.66,24.66
GUJTHEM,355.06,355.06
RVTH,17.04,17.04
VENTIVE,72.46,71.34
ROSSTECH,162.13,162.13
KPEL,23.44,23.44
PSRAJ,65.52,65.52
KKJEWELS,10.82,10.82
LAXMIDENTL,102.15,104.66
EMAPARTNER,16.18,16.18
QPOWER,172.48,170.54
VOLERCAR,132.38,132.38
READYMIX,12.00,12.00
NTPCGREEN,151.77,151.77
NORTHARC,14.26,14.26
ODIGMA,291.83,291.83
CHAMUNDA,19.84,19.84
AGARWALEYE,142.75,140.12
KEN,15.67,15.67
CHANDAN,58.22,58.22
AJAXENGG,75.75,75.75
BAJAJINDEF,100.68,100.68
DDEVPLSTIK,19.67,19.67
ELGNZ,20.21,20.21
NIBE,162.51,162.51
JUBLCPL,42.06,42.06
MAXVOLT,94.18,94.18
ITCHOTELS,103.62,103.62
SUPREME,113.44,113.44
PROTEAN,72.39,72.39
MOSCHIP,125.72,125.72
ONESOURCE,,176.66
